Transaction_ID,Transaction_Date,Transaction_TS,Store_ID,Customer_ID,Payment_Method,Total_Amount,Total_Discount,Line_Count,Batch_ID,Source_File
T00004725,2024-07-20,2024-07-20 06:34:17,S022,C003307,Cash,23.44,1.17,1,gen_20251127_091606,transactions_header.csv
T00004047,2024-11-27,2024-11-27 06:06:46,S018,C004235,Online,25.12,NA,4,gen_20251127_091606,transactions_header.csv
T00001477,09/17/24,2024-09-17 12:44:17,S015,C000645,Cash,59.53,2.98,4,gen_20251127_091605,transactions_header.csv
T00010514,2024-12-23,2024-12-23 21:02:40,S024,C000709,Card,21.6,2.16,1,gen_20251127_091606,transactions_header.csv
T00016004,10/08/24,2024-10-08 02:53:44,S005,C000115,Card,23.71,1.19,7,gen_20251127_091607,transactions_header.csv
T00017107,2024-08-13,2024-08-13 11:46:36,S003,C002134,Online,89.18,0.0,2,gen_20251127_091607,transactions_header.csv
T00000636,2024-02-15,2024-02-15 23:06:37,S015,,Cash,81.04,4.05,4,gen_20251127_091605,transactions_header.csv
T00000818,2024-05-27,2024-05-27 04:46:03,S013,C001425,Card,44.85,0.0,1,gen_20251127_091605,transactions_header.csv
T00005515,05/02/24,2024-05-02 22:48:06,S019,C004664,Card,30.44,0.0,1,gen_20251127_091606,transactions_header.csv
T00015568,12/27/24,2024-12-27 10:58:24,S006,C000945,Online,21.16,3.17,1,gen_20251127_091607,transactions_header.csv
T00003911,2024-11-28,2024-11-28 10:24:53,S007,NA,Online,26.48,2.65,1,gen_20251127_091606,transactions_header.csv
T00019475,2024-06-22,2024-06-22 19:16:57,S004,,Cash,73.03,7.3,1,gen_20251127_091607,transactions_header.csv
T00008345,02/07/24,2024-02-07 07:40:21,S011,C002491,Card,36.55,0.0,1,gen_20251127_091606,transactions_header.csv
T00008408,03/23/24,2024-03-23 10:51:37,S027,C000504,Card,18.89,1.89,2,gen_20251127_091606,transactions_header.csv
T00004203,03/21/24,2024-03-21 08:22:58,S029,C001536,Online,102.83,0.0,7,gen_20251127_091606,transactions_header.csv
T00000708,01/14/24,2024-01-14 15:13:39,S027,C002191,Card,22.39,1.12,1,gen_20251127_091605,transactions_header.csv
T00001687,05/06/24,2024-05-06 04:09:37,S017,NA,Cash,$49.36,7.4,2,gen_20251127_091605,transactions_header.csv
T00006416,2024-06-18,2024-06-18 18:34:35,S030,C004924,Card,94.25,4.71,1,gen_20251127_091606,transactions_header.csv
T00018750,10/01/24,2024-10-01 09:45:34,S020,C003800,Card,37.42,5.61,5,gen_20251127_091607,transactions_header.csv
T00004623,2024-02-02,2024-02-02 06:11:06,S007,C001827,Online,15.39,0.0,3,gen_20251127_091606,transactions_header.csv
T00000725,2024-09-21,2024-09-21 16:55:23,S030,C000249,Online,100.74,0.0,3,gen_20251127_091605,transactions_header.csv
T00004601,2024-09-27,2024-09-27 22:33:06,S021,,Cash,21.41,3.21,2,gen_20251127_091606,transactions_header.csv
T00017447,03/04/24,2024-03-04 12:55:26,S030,C004779,Cash,54.45,0.0,2,gen_20251127_091607,transactions_header.csv
T00000837,2024-12-22,2024-12-22 07:22:41,S030,C004580,Card,80.47,0.0,2,gen_20251127_091605,transactions_header.csv
T00008095,2024-08-24,2024-08-24 11:49:27,S018,C003424,Card,110.13,16.52,1,gen_20251127_091606,transactions_header.csv
T00012760,10/29/24,2024-10-29 14:29:10,S002,C003800,Online,33.1,0.0,3,gen_20251127_091607,transactions_header.csv
T00005690,2024-10-11,2024-10-11 17:41:58,S017,C000868,Online,77.61,7.76,1,gen_20251127_091606,transactions_header.csv
T00012737,12/06/24,2024-12-06 20:04:24,S021,C000612,Cash,50.29,2.51,1,gen_20251127_091607,transactions_header.csv
T00013437,04/01/24,2024-04-01 09:02:04,S003,,Card,$48.69,7.3,3,gen_20251127_091607,transactions_header.csv
T00015669,2024-12-15,2024-12-15 17:20:31,S013,C002951,Online,86.28,12.94,1,gen_20251127_091607,transactions_header.csv
T00015542,2024-08-04,2024-08-04 12:47:33,S011,C004125,Online,25.92,2.59,1,gen_20251127_091607,transactions_header.csv
T00013807,2024-05-01,2024-05-01 15:34:40,S016,C001589,Cash,94.77,14.22,3,gen_20251127_091607,transactions_header.csv
T00018706,03/29/24,2024-03-29 16:12:39,S029,C002725,online,52.18,7.83,5,gen_20251127_091607,transactions_header.csv
T00013361,2024-06-04,2024-06-04 00:48:09,S014,C004750,Card,37.49,5.62,1,gen_20251127_091607,transactions_header.csv
T00011921,2024-01-31,2024-01-31 05:18:45,S021,C002046,Cash,55.1,8.27,1,gen_20251127_091607,transactions_header.csv
T00003520,10/25/24,2024-10-25 00:11:05,S024,NA,Online,46.48,4.65,1,gen_20251127_091606,transactions_header.csv
T00013570,03/09/24,2024-03-09 01:56:11,S002,C004906,Cash,27.02,0.0,1,gen_20251127_091607,transactions_header.csv
T00001159,02/17/24,2024-02-17 01:30:27,S022,C001652,Online,73.23,3.66,1,gen_20251127_091605,transactions_header.csv
T00007126,2024-08-03,2024-08-03 17:13:41,S028,,Cash,41.45,0.0,4,gen_20251127_091606,transactions_header.csv
T00009900,2024-12-22,2024-12-22 04:12:38,S002,C002937,Online,$16.53,0.83,1,gen_20251127_091606,transactions_header.csv
T00003126,2024-07-23,2024-07-23 11:54:04,S027,C001293,Card,51.73,2.59,7,gen_20251127_091606,transactions_header.csv
T00018157,2024-12-26,2024-12-26 07:31:40,S005,C003843,Cash,63.37,0.0,1,gen_20251127_091607,transactions_header.csv
T00004326,05/07/24,2024-05-07 13:56:38,S023,C003881,Card,8.88,0.89,1,gen_20251127_091606,transactions_header.csv
T00000124,2024-11-30,2024-11-30 01:36:15,S008,C004350,Online,0,0.0,1,gen_20251127_091605,transactions_header.csv
T00001248,2024-08-22,2024-08-22 20:05:45,S016,C002381,Card,62.62,NA,1,gen_20251127_091605,transactions_header.csv
T00000821,01/10/24,2024-01-10 21:02:13,S028,C000441,Card,66.32,0.0,1,gen_20251127_091605,transactions_header.csv
T00013890,2024-06-03,2024-06-03 18:32:16,S020,C004721,Card,50.7,0.0,1,gen_20251127_091607,transactions_header.csv
T00006761,2024-01-16,2024-01-16 06:38:47,S004,C003641,Cash,56.12,,1,gen_20251127_091606,transactions_header.csv
T00006473,2024-03-18,2024-03-18 06:07:12,S012,C001281,Online,85.44,12.82,1,gen_20251127_091606,transactions_header.csv
T00015475,03/12/24,2024-03-12 22:29:44,S002,,Cash,$2.28,0.11,2,gen_20251127_091607,transactions_header.csv
T00005955,2024-06-30,2024-06-30 23:39:34,S024,C003197,Cash,89.66,4.48,1,gen_20251127_091606,transactions_header.csv
T00012070,2024-05-13,2024-05-13 03:54:40,S021,C004256,Online,75.45,0.0,5,gen_20251127_091607,transactions_header.csv
T00019403,2024-12-03,2024-12-03 18:59:32,S008,C003202,Card,69.63,0.0,1,gen_20251127_091607,transactions_header.csv
T00017240,2024-04-06,2024-04-06 20:54:42,S009,C002531,Card,8.73,0.87,2,gen_20251127_091607,transactions_header.csv
T00014047,01/27/24,2024-01-27 02:17:24,S013,C002615,Cash,11.3,0.0,1,gen_20251127_091607,transactions_header.csv
T00009163,2024-07-16,2024-07-16 18:17:04,S020,C001788,Cash,77.69,3.88,3,gen_20251127_091606,transactions_header.csv
T00008878,2024-12-03,2024-12-03 14:34:38,S008,C001231,Cash,33.38,NA,3,gen_20251127_091606,transactions_header.csv
T00002331,2024-11-20,2024-11-20 23:25:21,S013,C000389,Online,42.81,,5,gen_20251127_091605,transactions_header.csv
T00014986,2024-08-18,2024-08-18 16:54:30,S018,C002133,Card,69.05,0.0,3,gen_20251127_091607,transactions_header.csv
T00008666,2024-09-25,2024-09-25 06:03:00,S013,C004713,Cash,56.78,8.52,1,gen_20251127_091606,transactions_header.csv
T00007584,03/10/24,2024-03-10 12:04:54,S019,C003294,Card,76.76,0.0,1,gen_20251127_091606,transactions_header.csv
T00008526,05/08/24,2024-05-08 17:46:05,S012,C002336,Cash,65.79,9.87,1,gen_20251127_091606,transactions_header.csv
T00003389,07/07/24,2024-07-07 15:00:51,S005,C001304,Online,52.79,7.92,8,gen_20251127_091606,transactions_header.csv
T00008608,2024-12-05,2024-12-05 16:31:45,S003,C001106,Cash,21.79,1.09,1,gen_20251127_091606,transactions_header.csv
T00004743,2024-05-23,2024-05-23 07:52:24,S007,C002588,Online,31.86,3.19,1,gen_20251127_091606,transactions_header.csv
T00006917,06/29/24,2024-06-29 23:44:53,S006,C000774,Card,84.03,0.0,4,gen_20251127_091606,transactions_header.csv
T00005269,03/01/24,2024-03-01 08:14:21,S011,C004691,Card,79.51,,1,gen_20251127_091606,transactions_header.csv
T00007318,2024-06-20,2024-06-20 19:09:19,S021,C001097,Cash,105.05,15.76,2,gen_20251127_091606,transactions_header.csv
T00000964,2024-03-11,2024-03-11 01:14:54,S024,C000100,Online,33.83,0.0,3,gen_20251127_091605,transactions_header.csv
T00017844,04/06/24,2024-04-06 14:09:42,S020,C000657,Online,55.31,0.0,1,gen_20251127_091607,transactions_header.csv
T00001960,2024-11-20,2024-11-20 11:45:29,S007,NA,Online,38.2,0.0,6,gen_20251127_091605,transactions_header.csv
T00013245,2024-09-22,2024-09-22 02:40:06,S016,C003855,Online,48.32,7.25,1,gen_20251127_091607,transactions_header.csv
T00008757,2024-06-27,2024-06-27 22:49:24,S023,C002327,Online,32.68,3.27,8,gen_20251127_091606,transactions_header.csv
T00004817,04/06/24,2024-04-06 02:20:08,S001,C002341,Cash,124.2,0.0,3,gen_20251127_091606,transactions_header.csv
T00010429,2024-12-11,2024-12-11 06:55:51,S022,C003502,Cash,61.73,0.0,1,gen_20251127_091606,transactions_header.csv
T00019326,2024-05-02,2024-05-02 03:24:40,S004,C001158,Card,51.62,,3,gen_20251127_091607,transactions_header.csv
T00018248,11/26/24,2024-11-26 18:28:11,S021,C001412,Online,80.9,8.09,1,gen_20251127_091607,transactions_header.csv
T00003475,04/10/24,2024-04-10 04:20:22,S001,C004815,Online,53.11,0.0,1,gen_20251127_091606,transactions_header.csv
T00018124,02/01/24,2024-02-01 22:47:54,S018,C004987,cash,57.13,2.86,3,gen_20251127_091607,transactions_header.csv
T00016541,01/15/24,2024-01-15 19:19:38,S021,C002535,Online,42.48,6.37,1,gen_20251127_091607,transactions_header.csv
T00000931,2024-05-22,2024-05-22 01:04:03,S027,C004253,Card,44.59,4.46,1,gen_20251127_091605,transactions_header.csv
T00003003,09/28/24,2024-09-28 21:11:19,S014,C001494,Cash,0,0.0,2,gen_20251127_091606,transactions_header.csv
T00018376,2024-03-11,2024-03-11 09:21:27,S029,C000772,Card,39.99,2.0,1,gen_20251127_091607,transactions_header.csv
T00003573,2024-01-21,2024-01-21 01:45:19,S009,C001840,Cash,54.55,0.0,1,gen_20251127_091606,transactions_header.csv
T00019967,06/18/24,2024-06-18 07:31:53,S001,C001524,Card,73.59,7.36,1,gen_20251127_091607,transactions_header.csv
T00006242,2024-03-25,2024-03-25 02:25:16,S003,C000145,Card,48.66,2.43,1,gen_20251127_091606,transactions_header.csv
T00002153,2024-04-05,2024-04-05 20:10:41,S005,C001914,Card,-41.17,6.18,3,gen_20251127_091605,transactions_header.csv
T00011766,2024-07-05,2024-07-05 19:38:01,S017,C002695,Card,30.78,0.0,7,gen_20251127_091607,transactions_header.csv
T00019009,2024-02-26,2024-02-26 11:44:16,S020,C001259,Online,83.65,NA,6,gen_20251127_091607,transactions_header.csv
T00000928,09/24/24,2024-09-24 01:05:03,S003,,Card,14.42,0.0,1,gen_20251127_091605,transactions_header.csv
T00019589,2024-09-29,2024-09-29 17:17:43,S021,C002473,Cash,57.36,5.74,1,gen_20251127_091607,transactions_header.csv
T00016604,2024-03-03,2024-03-03 14:25:47,S021,C002130,Cash,17.39,0.87,1,gen_20251127_091607,transactions_header.csv
T00010050,2024-03-25,2024-03-25 19:12:01,S027,C003748,Card,67.91,10.19,1,gen_20251127_091606,transactions_header.csv
T00007062,2024-04-05,2024-04-05 05:09:17,S026,,Online,68.97,0.0,2,gen_20251127_091606,transactions_header.csv
T00007672,04/29/24,2024-04-29 09:55:36,S026,,Card,60.74,3.04,1,gen_20251127_091606,transactions_header.csv
T00013313,04/09/24,2024-04-09 10:37:04,S001,C000740,Card,50.95,2.55,1,gen_20251127_091607,transactions_header.csv
T00016669,08/31/24,2024-08-31 19:41:44,S004,C001593,Card,64.49,,4,gen_20251127_091607,transactions_header.csv
T00016511,01/20/24,2024-01-20 05:39:07,S030,,Online,$21.17,3.18,3,gen_20251127_091607,transactions_header.csv
T00019126,2024-01-15,2024-01-15 07:11:26,S019,C000906,Online,87.59,0.0,3,gen_20251127_091607,transactions_header.csv
T00007154,2024-10-25,2024-10-25 08:14:52,S026,C004637,Card,90.91,0.0,1,gen_20251127_091606,transactions_header.csv
T00002911,08/02/24,2024-08-02 19:49:30,S005,C003359,Online,0,0,1,gen_20251127_091606,transactions_header.csv
T00018191,01/15/24,2024-01-15 12:21:41,S012,C000820,Card,85.63,0.0,6,gen_20251127_091607,transactions_header.csv
T00007673,2024-12-07,2024-12-07 03:54:22,S005,C004739,Cash,52.24,5.22,5,gen_20251127_091606,transactions_header.csv
T00015411,03/13/24,2024-03-13 15:52:03,S004,C000576,Card,17.27,0.0,3,gen_20251127_091607,transactions_header.csv
T00003669,11/18/24,2024-11-18 09:04:43,S023,C004637,Online,41.67,,1,gen_20251127_091606,transactions_header.csv
T00015682,09/12/24,2024-09-12 19:27:25,S007,NA,Online,67.67,6.77,2,gen_20251127_091607,transactions_header.csv
T00013590,12/16/24,2024-12-16 08:39:22,S020,,Cash,$75.98,3.8,3,gen_20251127_091607,transactions_header.csv
T00019112,2024-04-01,2024-04-01 10:16:36,S017,C003902,Online,49.38,7.41,1,gen_20251127_091607,transactions_header.csv
T00004029,05/15/24,2024-05-15 11:37:04,S022,C000667,Cash,75.78,7.58,4,gen_20251127_091606,transactions_header.csv
T00004789,2024-01-22,2024-01-22 12:07:42,S023,C001255,Card,23.98,2.4,1,gen_20251127_091606,transactions_header.csv
T00009000,10/27/24,2024-10-27 04:42:48,S003,C004169,Online,85.41,4.27,8,gen_20251127_091606,transactions_header.csv
T00008586,2024-01-15,2024-01-15 14:03:06,S016,C004711,Online,59.78,8.97,1,gen_20251127_091606,transactions_header.csv
T00008841,2024-07-04,2024-07-04 14:24:42,S014,C001646,Cash,25.68,0.0,1,gen_20251127_091606,transactions_header.csv
T00007403,07/15/24,2024-07-15 15:04:17,S029,C001254,Card,8.58,0.0,8,gen_20251127_091606,transactions_header.csv
T00009772,2024-11-20,2024-11-20 19:55:23,S025,C003793,Cash,23.11,0.0,1,gen_20251127_091606,transactions_header.csv
T00002806,03/28/24,2024-03-28 18:07:41,S011,C003349,Card,$69.81,0.0,2,gen_20251127_091605,transactions_header.csv
T00003278,03/23/24,2024-03-23 08:13:10,S004,C002966,Cash,62.55,6.25,2,gen_20251127_091606,transactions_header.csv
T00017247,2024-03-01,2024-03-01 09:29:26,S007,NA,cash,81.98,,2,gen_20251127_091607,transactions_header.csv
T00004974,2024-08-13,2024-08-13 14:24:58,S024,C000553,Cash,90.7,13.61,1,gen_20251127_091606,transactions_header.csv
T00008130,09/20/24,2024-09-20 07:24:04,S009,C004087,Cash,68.87,10.33,4,gen_20251127_091606,transactions_header.csv
T00004194,11/02/24,2024-11-02 15:16:05,S004,C004941,Online,44.34,2.22,2,gen_20251127_091606,transactions_header.csv
T00007947,2024-10-19,2024-10-19 01:40:45,S008,C003369,Online,0,0.0,2,gen_20251127_091606,transactions_header.csv
T00007459,11/07/24,2024-11-07 12:34:35,S027,C000446,Card,39.55,1.98,1,gen_20251127_091606,transactions_header.csv
T00008589,12/21/24,2024-12-21 00:33:45,S025,C004971,cash,50.53,5.05,2,gen_20251127_091606,transactions_header.csv
T00016041,2024-01-11,2024-01-11 07:31:50,S015,,card,46.19,2.31,1,gen_20251127_091607,transactions_header.csv
T00016456,2024-05-13,2024-05-13 17:37:49,S003,C004225,Cash,$0.00,0.0,1,gen_20251127_091607,transactions_header.csv
T00006696,10/06/24,2024-10-06 19:23:43,S019,C004071,Card,67.16,3.36,1,gen_20251127_091606,transactions_header.csv
T00018664,08/14/24,2024-08-14 13:41:28,S005,C003417,Cash,0,,1,gen_20251127_091607,transactions_header.csv
T00018333,2024-07-11,2024-07-11 13:31:04,S001,C004791,Online,42.03,4.2,2,gen_20251127_091607,transactions_header.csv
T00007192,01/21/24,2024-01-21 21:04:14,S025,C003024,Cash,63.47,3.17,1,gen_20251127_091606,transactions_header.csv
T00004689,2024-08-19,2024-08-19 18:20:31,S022,C003256,Online,32.96,3.3,1,gen_20251127_091606,transactions_header.csv
T00007229,09/12/24,2024-09-12 21:51:14,S009,C004202,Cash,81.25,4.06,2,gen_20251127_091606,transactions_header.csv
T00014185,2024-07-21,2024-07-21 09:01:06,S017,C002138,Online,0,,1,gen_20251127_091607,transactions_header.csv
T00013135,2024-07-08,2024-07-08 22:19:38,S009,C001798,online,79.0,7.9,2,gen_20251127_091607,transactions_header.csv
T00015269,2024-01-05,2024-01-05 05:48:55,S027,C003548,Online,23.35,,1,gen_20251127_091607,transactions_header.csv
T00004437,12/15/24,2024-12-15 13:28:49,S020,C002920,Card,61.22,NA,1,gen_20251127_091606,transactions_header.csv
T00017730,2024-09-07,2024-09-07 21:14:50,S022,C004073,Card,16.27,2.44,1,gen_20251127_091607,transactions_header.csv
T00019558,2024-08-27,2024-08-27 21:46:40,S001,C002193,Card,49.75,0.0,4,gen_20251127_091607,transactions_header.csv
T00015122,2024-05-02,2024-05-02 21:17:51,S018,C003058,Online,39.56,NA,1,gen_20251127_091607,transactions_header.csv
T00014131,2024-01-23,2024-01-23 07:15:15,S009,C000991,Online,48.49,0.0,1,gen_20251127_091607,transactions_header.csv
T00014947,2024-04-20,2024-04-20 21:19:36,S016,NA,Online,5.02,0.5,4,gen_20251127_091607,transactions_header.csv
T00010736,08/04/24,2024-08-04 19:04:39,S006,C003602,Cash,14.56,1.46,2,gen_20251127_091606,transactions_header.csv
T00007915,2024-02-14,2024-02-14 11:12:14,S006,C003017,Online,66.35,3.32,2,gen_20251127_091606,transactions_header.csv
T00016216,01/04/24,2024-01-04 03:20:30,S029,C001541,Cash,-47.07,7.06,1,gen_20251127_091607,transactions_header.csv
T00018292,11/24/24,2024-11-24 16:49:41,S014,C000853,Online,18.73,1.87,2,gen_20251127_091607,transactions_header.csv
T00014790,10/02/24,2024-10-02 06:33:25,S004,C003064,Online,50.54,2.53,1,gen_20251127_091607,transactions_header.csv
T00019502,04/10/24,2024-04-10 22:52:42,S004,C004340,Card,38.01,3.8,4,gen_20251127_091607,transactions_header.csv
T00003942,04/17/24,2024-04-17 00:30:50,S002,C002185,Card,95.76,4.79,4,gen_20251127_091606,transactions_header.csv
T00013815,09/12/24,2024-09-12 18:39:51,S025,,Cash,60.91,9.14,8,gen_20251127_091607,transactions_header.csv
T00012365,2024-09-10,2024-09-10 17:51:55,S017,C004802,Online,3.24,0.32,2,gen_20251127_091607,transactions_header.csv
T00010710,2024-09-15,2024-09-15 16:17:11,S009,,Online,65.24,3.26,1,gen_20251127_091606,transactions_header.csv
T00012463,2024-10-07,2024-10-07 04:36:38,S007,,Online,0,0.0,1,gen_20251127_091607,transactions_header.csv
T00003994,2024-05-11,2024-05-11 13:49:43,S013,C004371,Card,28.93,1.45,2,gen_20251127_091606,transactions_header.csv
T00001558,2024-04-04,2024-04-04 03:11:21,S019,C002588,Cash,$36.11,3.61,2,gen_20251127_091605,transactions_header.csv
T00004746,2024-03-27,2024-03-27 00:26:08,S008,C002818,Card,107.37,5.37,1,gen_20251127_091606,transactions_header.csv
T00012457,2024-08-30,2024-08-30 10:30:04,S026,C004739,Online,66.57,0.0,1,gen_20251127_091607,transactions_header.csv
T00009211,2024-12-18,2024-12-18 20:05:30,S004,C003144,Cash,74.24,7.42,4,gen_20251127_091606,transactions_header.csv
T00011199,01/23/24,2024-01-23 05:55:25,S005,,Cash,21.49,3.22,1,gen_20251127_091606,transactions_header.csv
T00017235,2024-06-15,2024-06-15 14:38:03,S004,C003489,Cash,64.86,9.73,2,gen_20251127_091607,transactions_header.csv
T00017978,2024-05-03,2024-05-03 11:41:27,S023,,Cash,80.54,0.0,2,gen_20251127_091607,transactions_header.csv
T00008141,2024-08-29,2024-08-29 00:44:21,S029,C001441,Cash,19.29,0.0,2,gen_20251127_091606,transactions_header.csv
T00013161,03/11/24,2024-03-11 23:36:32,S013,C001229,Card,100.44,0.0,3,gen_20251127_091607,transactions_header.csv
T00007721,02/04/24,2024-02-04 19:54:50,S005,C001765,Online,0,0,2,gen_20251127_091606,transactions_header.csv
T00003729,2024-08-30,2024-08-30 20:41:50,S020,C004877,Online,21.71,1.09,1,gen_20251127_091606,transactions_header.csv
T00010332,2024-08-09,2024-08-09 20:03:56,S011,C001639,Cash,69.56,0.0,1,gen_20251127_091606,transactions_header.csv
T00015059,08/24/24,2024-08-24 11:31:16,S015,C004208,Cash,35.6,3.56,2,gen_20251127_091607,transactions_header.csv
T00009873,2024-11-22,2024-11-22 12:39:20,S014,C003107,card,$21.91,,1,gen_20251127_091606,transactions_header.csv
T00002158,04/07/24,2024-04-07 21:17:51,S008,C001214,cash,0,0.0,2,gen_20251127_091605,transactions_header.csv
T00013333,2024-02-06,2024-02-06 13:46:27,S019,C002209,Cash,135.49,6.77,1,gen_20251127_091607,transactions_header.csv
T00017955,12/27/24,2024-12-27 02:09:55,S007,C001149,Card,6.59,0.0,3,gen_20251127_091607,transactions_header.csv
T00007610,2024-12-29,2024-12-29 07:42:38,S005,C000763,Cash,0,0,7,gen_20251127_091606,transactions_header.csv
T00013571,12/07/24,2024-12-07 11:26:22,S029,NA,online,69.84,NA,2,gen_20251127_091607,transactions_header.csv
T00012350,2024-06-14,2024-06-14 11:37:55,S009,C004941,Cash,83.76,8.38,6,gen_20251127_091607,transactions_header.csv
T00015739,2024-12-08,2024-12-08 05:10:38,S011,C004613,Cash,0.59,0.03,1,gen_20251127_091607,transactions_header.csv
T00013812,2024-01-10,2024-01-10 14:59:35,S024,C000964,Card,77.28,11.59,5,gen_20251127_091607,transactions_header.csv
T00011260,10/09/24,2024-10-09 10:04:25,S010,C002485,Cash,28.38,0.0,1,gen_20251127_091606,transactions_header.csv
T00002815,11/06/24,2024-11-06 18:10:42,S012,C001301,Online,84.13,0.0,1,gen_20251127_091605,transactions_header.csv
T00004992,2024-05-17,2024-05-17 10:16:56,S004,C002166,Card,73.12,7.31,1,gen_20251127_091606,transactions_header.csv
T00001698,02/19/24,2024-02-19 04:29:17,S027,C002436,Cash,48.58,7.29,3,gen_20251127_091605,transactions_header.csv
T00002741,07/04/24,2024-07-04 22:41:31,S029,C002732,Cash,41.45,,1,gen_20251127_091605,transactions_header.csv
T00009896,02/09/24,2024-02-09 22:17:32,S001,,Cash,72.96,7.3,4,gen_20251127_091606,transactions_header.csv
T00011025,2024-11-13,2024-11-13 11:44:57,S002,C001635,cash,6.83,1.02,1,gen_20251127_091606,transactions_header.csv
T00007795,07/27/24,2024-07-27 09:17:44,S028,C004474,Online,56.56,0.0,1,gen_20251127_091606,transactions_header.csv
T00006384,2024-10-12,2024-10-12 08:18:55,S011,C004616,Cash,72.2,10.83,2,gen_20251127_091606,transactions_header.csv
T00011237,2024-10-11,2024-10-11 11:20:54,S010,C004833,Online,16.99,0.85,2,gen_20251127_091606,transactions_header.csv
T00018683,04/13/24,2024-04-13 19:08:22,S014,C000885,Card,7.88,0.79,1,gen_20251127_091607,transactions_header.csv
T00001067,2024-06-16,2024-06-16 01:00:07,S002,C004472,Cash,19.47,2.92,2,gen_20251127_091605,transactions_header.csv
T00017571,03/05/24,2024-03-05 16:54:26,S014,C003189,Cash,46.98,2.35,1,gen_20251127_091607,transactions_header.csv
T00007342,2024-06-19,2024-06-19 11:23:24,S017,,Cash,30.76,,1,gen_20251127_091606,transactions_header.csv
T00013178,2024-03-31,2024-03-31 04:52:22,S001,C001866,Card,50.22,7.53,2,gen_20251127_091607,transactions_header.csv
T00013718,2024-05-25,2024-05-25 20:30:36,S007,,Card,75.06,0.0,1,gen_20251127_091607,transactions_header.csv
T00018637,2024-09-25,2024-09-25 23:24:59,S024,C004737,Card,45.93,0.0,2,gen_20251127_091607,transactions_header.csv
T00000736,02/20/24,2024-02-20 21:02:00,S014,C002674,Cash,15.81,2.37,1,gen_20251127_091605,transactions_header.csv
T00002440,2024-04-09,2024-04-09 01:15:23,S016,C000660,Online,89.16,13.37,3,gen_20251127_091605,transactions_header.csv
T00016910,09/05/24,2024-09-05 15:08:50,S029,C001265,Online,30.97,0.0,1,gen_20251127_091607,transactions_header.csv
T00002499,03/19/24,2024-03-19 11:18:21,S030,C002111,Cash,24.57,0.0,4,gen_20251127_091605,transactions_header.csv
T00011989,10/10/24,2024-10-10 17:08:36,S011,C004280,Cash,13.68,1.37,5,gen_20251127_091607,transactions_header.csv
T00017944,2024-05-24,2024-05-24 17:47:17,S023,C001441,Card,60.56,0.0,6,gen_20251127_091607,transactions_header.csv
T00010753,2024-03-22,2024-03-22 10:02:25,S010,C004697,Cash,12.07,1.21,8,gen_20251127_091606,transactions_header.csv
T00016188,2024-12-06,2024-12-06 08:41:18,S003,C003656,Online,18.88,,3,gen_20251127_091607,transactions_header.csv
T00002137,2024-05-15,2024-05-15 17:14:46,S014,C003074,Online,62.82,9.42,2,gen_20251127_091605,transactions_header.csv
T00007102,2024-12-05,2024-12-05 05:03:54,S019,,Cash,13.04,1.96,1,gen_20251127_091606,transactions_header.csv
T00001699,2024-05-08,2024-05-08 17:43:18,S030,C001236,Card,52.27,5.23,1,gen_20251127_091605,transactions_header.csv
T00004981,11/03/24,2024-11-03 22:57:44,S022,C003749,Cash,60.49,9.07,7,gen_20251127_091606,transactions_header.csv
T00017535,06/01/24,2024-06-01 16:30:27,S002,C000703,Card,24.16,3.62,2,gen_20251127_091607,transactions_header.csv
T00002040,09/19/24,2024-09-19 18:46:59,S022,C000744,Online,74.11,3.71,2,gen_20251127_091605,transactions_header.csv
T00009647,2024-11-17,2024-11-17 14:05:53,S024,C001601,Cash,29.51,1.48,3,gen_20251127_091606,transactions_header.csv
T00002361,05/24/24,2024-05-24 10:09:17,S020,C002132,Card,33.61,3.36,6,gen_20251127_091605,transactions_header.csv
T00011156,03/03/24,2024-03-03 15:12:41,S021,C002136,Card,108.36,10.84,2,gen_20251127_091606,transactions_header.csv
T00008166,2024-06-16,2024-06-16 20:44:04,S009,C000056,Cash,109.24,16.39,1,gen_20251127_091606,transactions_header.csv
T00011900,2024-12-04,2024-12-04 10:07:43,S025,C002458,Online,39.86,5.98,8,gen_20251127_091607,transactions_header.csv
T00011776,03/01/24,2024-03-01 19:17:10,S001,C000157,Online,50.7,0.0,1,gen_20251127_091607,transactions_header.csv
T00012142,2024-04-26,2024-04-26 01:06:48,S013,C004695,Card,$28.73,1.44,2,gen_20251127_091607,transactions_header.csv
T00014972,09/13/24,2024-09-13 04:06:11,S022,C003256,Online,9.81,,1,gen_20251127_091607,transactions_header.csv
T00006602,01/25/24,2024-01-25 12:35:54,S016,C001492,Online,69.04,6.9,1,gen_20251127_091606,transactions_header.csv
T00018209,2024-06-26,2024-06-26 05:14:01,S011,C003303,Online,1.57,0.08,1,gen_20251127_091607,transactions_header.csv
T00004246,09/19/24,2024-09-19 03:37:09,S010,C001386,Card,76.5,11.47,1,gen_20251127_091606,transactions_header.csv
T00011400,06/22/24,2024-06-22 03:50:40,S012,C003863,Cash,0,0.0,1,gen_20251127_091606,transactions_header.csv
T00017861,06/12/24,2024-06-12 03:38:46,S013,C000864,Cash,140.41,21.06,3,gen_20251127_091607,transactions_header.csv
T00019666,2024-10-04,2024-10-04 12:36:21,S011,C000634,Online,11.82,NA,3,gen_20251127_091607,transactions_header.csv
